"","Kingdom","Species","in3_0","Kingdom_new","Species_new","Source","Description","Description2","CBD_subcategory","CBD_pathway","CBD_Mechanism","Direct_or_Indirect","Primary_or_Secondary","CountrySpecific","RemovePathways","Checkedby_00","Checkedby","Double_checkedby","Notes"
"2135","Plantae","Tamarix aphylla","yes","Plantae","Tamarix aphylla","CABI","sale of ornamental plants","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,"I added this pathway"
"2136","Plantae","Tamarix aphylla","No","Plantae","Tamarix aphylla","CABI","sale of ornamental plants","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Anna",NA,"See notes for other country"
"2137","Animalia","Tamias sibiricus","yes","Animalia","Tamias sibiricus","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2138","Plantae","Tithonia diversifolia","yes","Plantae","Tithonia diversifolia","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2139","Plantae","Yucca aloifolia","yes","Plantae","Yucca aloifolia","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2140","Plantae","Zantedeschia aethiopica","yes","Plantae","Zantedeschia aethiopica","GISD","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2141","Plantae","Centaurea calcitrapa","No","Plantae","Centaurea calcitrapa","Pitcairn, M.J., Young, J.A., Clements, C.D. and Balciunas, J.O.E., 2002. Purple starthistle (Centaurea calcitrapa) seed germination. Weed Technology, 16(2), pp.452-456.","Hitchhiker","Contaminant","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2142","Animalia","Chilo partellus","yes","Animalia","Chilo partellus","CABI","Contaminant","Contaminant","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2143","Animalia","Chilo partellus","No","Animalia","Chilo partellus","CABI","Contaminant","Contaminant","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2144","Plantae","Erigeron canadensis","yes","Plantae","Erigeron canadensis","CABI","Contaminant","Contaminant","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2145","Animalia","Tuta absoluta","yes","Animalia","Tuta absoluta","van der Straten, M.J.J., Potting, R.P. and van der Linden, A., 2011. Introduction of the tomato leafminer Tuta absoluta into Europe. In Proceedings of the Netherlands Entomological Society Meeting (Vol. 22, pp. 23-30).","accidentally as a contaminant","Contaminant","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2146","Animalia","Tuta absoluta","No","Animalia","Tuta absoluta","van der Straten, M.J.J., Potting, R.P. and van der Linden, A., 2011. Introduction of the tomato leafminer Tuta absoluta into Europe. In Proceedings of the Netherlands Entomological Society Meeting (Vol. 22, pp. 23-30).","accidentally as a contaminant","Contaminant","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","N","No",NA,"Anna",NA,NA
"2147","Plantae","Xanthium chinense",NA,"Plantae","Xanthium strumarium","CABI","accidentally as a contaminant","Contaminant","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Emma",NA,"Synonym w/X. orientale below"
"2148","Plantae","Xanthium orientale","yes","Plantae","Xanthium strumarium","CABI","accidentally as a contaminant","Contaminant","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2149","Plantae","Xanthium strumarium","yes","Plantae","Xanthium strumarium","CABI","accidentally as a contaminant","Contaminant","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2150","Animalia","Ciona intestinalis","yes","Animalia","Ciona intestinalis","CABI","Contaminant","Contaminant (other contaminant)","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Emma",NA,NA
"2151","Plantae","Striga asiatica","No","Plantae","Striga asiatica","CABI","Contaminant","Contaminant (other contaminant)","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","No","No",NA,"Ana Novoa",NA,NA
"2152","Plantae","Anredera cordifolia","yes","Plantae","Anredera cordifolia","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2153","Plantae","Aristolochia elegans","yes","Plantae","Aristolochia elegans","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2154","Plantae","Asparagus asparagoides",NA,"Plantae","Asparagus asparagoides","CABI","Debris and waste associated with human activities","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary",NA,NA,"Anna",NA,NA,NA
"2155","Plantae","Cascabela thevetia",NA,NA,"Cascabela thevetia","CABI","Debris and waste associated with human activities","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary",NA,NA,NA,"Anna",NA,NA
"2156","Plantae","Cissus verticillata","4.0999999999999996","Plantae","Cissus verticillata","CABI","Debris and waste associated with human activities","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2157","Plantae","Cupressus sempervirens","yes","Plantae","Cupressus sempervirens","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2158","Plantae","Cymbopogon citratus","yes","Plantae","Cymbopogon citratus","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2159","Plantae","Dolichandra unguis-cati","yes","Plantae","Dolichandra unguis-cati","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2160","Animalia","Drosophila suzukii","yes","Animalia","Drosophila suzukii","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2161","Animalia","Drosophila suzukii","No","Animalia","Drosophila suzukii","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2162","Plantae","Fallopia convolvulus","No","Plantae","Fallopia convolvulus","CABI","Debris and waste associated with human activities","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2163","Plantae","Flemingia strobilifera","yes","Plantae","Flemingia strobilifera","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2164","Plantae","Heracleum mantegazzianum","No","Plantae","Heracleum mantegazzianum","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2165","Plantae","Heracleum mantegazzianum","yes","Plantae","Heracleum mantegazzianum","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2166","Plantae","Heracleum sosnowskyi","yes","Plantae","Heracleum sosnowskyi","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2167","Plantae","Hyparrhenia rufa","No","Plantae","Hyparrhenia rufa","CABI","Debris and waste associated with human activities","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2168","Plantae","Malva parviflora","No","Plantae","Malva pusilla","CABI","Debris and waste associated with human activities","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary",NA,"No",NA,"Anna",NA,NA
"2169","Plantae","Mikania micrantha","yes","Plantae","Mikania micrantha","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2170","Plantae","Mirabilis jalapa","yes","Plantae","Mirabilis jalapa","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2171","Plantae","Morus nigra","yes","Plantae","Morus nigra","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2172","Animalia","Phenacoccus solenopsis","yes","Animalia","Phenacoccus solenopsis","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"2173","Plantae","Rubus niveus","yes","Plantae","Rubus niveus","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2174","Plantae","Solanum quitoense","yes","Plantae","Solanum quitoense","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Ana Novoa",NA,"This species is native to Ecuador mainland, but invasive in Galapagos"
"2175","Plantae","Spartium junceum","yes","Plantae","Spartium junceum","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary",NA,"Yes",NA,"Ana Novoa",NA,"This species is native in some areas of Spain. I guess we should not include it in the analysis?"
"2176","Animalia","Wasmannia auropunctata","No","Animalia","Wasmannia auropunctata","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Anna",NA,NA
"2177","Animalia","Wasmannia auropunctata","yes","Animalia","Wasmannia auropunctata","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2178","Plantae","Yucca aloifolia","yes","Plantae","Yucca aloifolia","CABI","Debris and waste associated with human activities (pathway vector)","Debris and waste associated with human activities","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2179","Animalia","Aedes albopictus","yes","Animalia","Aedes albopictus","CABI","Escape from confinement or garden escape","Escape from confinement or garden escape","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2180","Animalia","Aedes albopictus","No","Animalia","Aedes albopictus","CABI","Escape from confinement or garden escape","Escape from confinement or garden escape","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2181","Plantae","Agave americana","yes","Plantae","Agave americana","CABI","Garden waste disposal","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2182","Plantae","Agave americana","No","Plantae","Agave americana","CABI","Garden waste disposal","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Emma","Emma",NA,NA
"2183","Plantae","Aloe vera","yes","Plantae","Aloe vera","CABI","Garden waste disposal","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2184","Plantae","Anredera cordifolia","yes","Plantae","Anredera cordifolia","CABI","Garden waste disposal (pathway cause)","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2185","Plantae","Argemone mexicana","No","Plantae","Argemone mexicana","CABI","Garden waste disposal (pathway cause)","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2186","Plantae","Argemone mexicana","yes","Plantae","Argemone mexicana","CABI","Garden waste disposal (pathway cause)","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2187","Animalia","Arion lusitanicus","yes","Animalia","Arion lusitanicus","CABI - based on Arion vulgaris","Garden waste disposal","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Primary","No","No","Anna","Anna",NA,NA
"2188","Plantae","Aristolochia elegans","yes","Plantae","Aristolochia elegans","CABI","Garden waste disposal (pathway cause)","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2189","Plantae","Asparagus asparagoides",NA,"Plantae","Asparagus asparagoides","CABI","Garden waste disposal","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary",NA,NA,"Anna",NA,NA,NA
"2190","Plantae","Austrocylindropuntia subulata","yes","Plantae","Austrocylindropuntia subulata","CABI","Garden waste disposal (pathway cause)","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2191","Plantae","Buddleja davidii","yes","Plantae","Buddleja davidii","CABI","Garden waste disposal","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No","Emma","Emma",NA,NA
"2192","Plantae","Carpobrotus edulis","yes","Plantae","Carpobrotus edulis","CABI","Garden waste disposal (pathway cause)","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2193","Plantae","Cascabela thevetia",NA,NA,"Cascabela thevetia","CABI","Garden waste disposal","Garden waste disposal","Other contaminant","Contaminant","Movement of COMMODITY","Direct","Secondary",NA,NA,NA,"Anna",NA,NA
