Kingdom,Phylum,Class,Order,Family,Genus,Species,Species2,Environment_IAS,Kingdom_new,CoarseGroups,FineGroups,coarse_group,coarse_group_unspecified,fine_group,Sp_Focus,Species_new,Official_country,Origin,Source,Description,CBD_Mechanism_initial,CBD_Cat_inital,Description2,CBD_Mechanism2,CBD_Cat2,CBD_Mechanism_order,CBD_Cat_order,Description_order,pathway_count,CBD_subcategory,CBD_pathway,CBD_Mechanism,Direct_or_Indirect,Primary_or_Secondary,CountrySpecific,RemovePathways,Checkedby_00,Checkedby,Double_checkedby,Notes
Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Lagarosiphon,Lagarosiphon major,Lagarosiphon major,aquatic,Plantae,aquatic plant,aquatic submerged,Plant,Plant,SAQPlant,single,Lagarosiphon major,Ireland,,GISD,Pet/aquarium trade,Movement of COMMODITY,RELEASE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,has some benefits
Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Lagarosiphon,Lagarosiphon major,Lagarosiphon major,aquatic,Plantae,aquatic plant,aquatic submerged,Plant,Plant,SAQPlant,single,Lagarosiphon major,United Kingdom,,GISD,Pet/aquarium trade,Movement of COMMODITY,RELEASE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,has some benefits
Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,Lampropeltis californiae,Lampropeltis californiae,terrestrial,Animalia,terrestrial vertebrate,terrestrial reptile,Reptile,Reptile,Reptile,single,Lampropeltis californiae,Spain,NA,"Cabrera-P_rez M, Gallo-Barneto R, Esteve I, Pati_o-Martnez C, LÜpez-Jurado LF (2012) The management and control of the California kingsnake in Gran Canaria (Canary Islands): Project LIFE + Lampropeltis. Aliens: The Invasive Species Bulletin Newsletter of the IUCN/SSC Invasive Species Specialist Group: 20_28",Pet trade,Movement of COMMODITY,RELEASE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Lantana camara,Australia,,GISD,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Lantana camara,India,,GISD,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Lantana camara,South Africa,,GISD,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Lantana camara,Spain,,GISD,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Lantana camara,Uganda,,GISD,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Lantana camara,Australia,,GISD,Horticulture,Movement of COMMODITY,RELEASE,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Lantana camara,India,,GISD,Horticulture,Movement of COMMODITY,RELEASE,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Lantana camara,South Africa,,GISD,Horticulture,Movement of COMMODITY,RELEASE,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Lantana camara,Spain,,GISD,Horticulture,Movement of COMMODITY,RELEASE,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Lantana camara,Uganda,,GISD,Horticulture,Movement of COMMODITY,RELEASE,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium latifolium,Lepidium latifolium,semi-aquatic,Plantae,semi-aquatic plant,semi-aquatic forb,Plant,Plant,SAQPlant,single,Lepidium latifolium,USA,,CABI,Forage (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Forage,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Forage,5,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium latifolium,Lepidium latifolium,semi-aquatic,Plantae,semi-aquatic plant,semi-aquatic forb,Plant,Plant,SAQPlant,single,Lepidium latifolium,USA,,CABI,Forage (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Forage,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Forage,5,Seed contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium latifolium,Lepidium latifolium,semi-aquatic,Plantae,semi-aquatic plant,semi-aquatic forb,Plant,Plant,SAQPlant,single,Lepidium latifolium,USA,,CABI,Cut flower trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Cut flower trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Cut flower trade,5,Horticulture,Escape,Movement of COMMODITY,Indirect,Primary,No,No,,Anna,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis gibbosus,Lepomis gibbosus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis gibbosus,Spain,,CABI,Stocking (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Stocking,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Stocking,4,Aquaculture,Escape,Movement of COMMODITY,Direct,Secondary,,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis gibbosus,Lepomis gibbosus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis gibbosus,Spain,,CABI,Fisheries (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Fisheries,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Fisheries,4,Fishery in wild,Release,Movement of COMMODITY,Direct,Secondary,,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis gibbosus,Lepomis gibbosus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis gibbosus,Spain,,CABI,Food (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Food contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Food contaminant,4,Food contaminant,Contaminant,Movement of COMMODITY,Direct,Secondary,,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis gibbosus,Lepomis gibbosus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis gibbosus,Spain,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,4,Ornamental,Escape,Movement of COMMODITY,Direct,Secondary,,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis gibbosus,Lepomis gibbosus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis gibbosus,Spain,,CABI,Pet trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,4,Pet,Escape,Movement of COMMODITY,Direct,Secondary,,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis gibbosus,Lepomis gibbosus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis gibbosus,Spain,,CABI,Pets and aquarium species (pathway vector),VECTOR,TRANSPORT _ STOWAWAY,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,4,Pet,Escape,Movement of COMMODITY,Direct,Secondary,,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis macrochirus,Lepomis macrochirus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis macrochirus,Japan,,CABI,Forage (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Forage,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Forage,4,Agriculture,Escape,Movement of COMMODITY,Direct,Secondary,No,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis macrochirus,Lepomis macrochirus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis macrochirus,Japan,,CABI,Aquaculture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,4,Aquaculture,Escape,Movement of COMMODITY,Direct,Secondary,No,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis macrochirus,Lepomis macrochirus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis macrochirus,Japan,,CABI,Aquaculture stock (pathway vector),VECTOR,TRANSPORT _ STOWAWAY,Aquaculture stock,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Aquaculture,4,Aquaculture,Escape,Movement of COMMODITY,Direct,Secondary,No,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis macrochirus,Lepomis macrochirus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis macrochirus,Japan,,CABI,Hunting angling sport or racing (pathway cause),Movement of COMMODITY,RELEASE IN NATURE,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,"11_Hunting, angling, sport or racing",4,Fishery in wild,Release,Movement of COMMODITY,Direct,Secondary,No,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis macrochirus,Lepomis macrochirus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis macrochirus,Japan,,CABI,Fisheries (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Fisheries,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Fisheries,4,Fishery in wild,Release,Movement of COMMODITY,Direct,Secondary,No,,Melina,Melina,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis macrochirus,Lepomis macrochirus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Lepomis macrochirus,Japan,,CABI,Pets and aquarium species (pathway vector),VECTOR,TRANSPORT _ STOWAWAY,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,4,Pet,Escape,Movement of COMMODITY,Direct,Secondary,No,,Melina,Melina,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,Ecuador,,CABI,Animal production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,4,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,Ecuador,,CABI,Crop production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,4,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,South Africa,,CABI,Animal production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,4,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,South Africa,,CABI,Crop production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,4,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,Spain,,CABI,Animal production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,4,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,Spain,,CABI,Crop production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,4,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,Ecuador,,CABI,Forestry (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Forestry,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Forestry,4,Forestry,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,South Africa,,CABI,Forestry (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Forestry,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Forestry,4,Forestry,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,Spain,,CABI,Forestry (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Forestry,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Forestry,4,Forestry,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,Ecuador,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,South Africa,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Leucaena leucocephala,Spain,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum lucidum,Ligustrum lucidum,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Ligustrum lucidum,Argentina,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,5,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum lucidum,Ligustrum lucidum,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Ligustrum lucidum,Argentina,,CABI,Nursery trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Nursery trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Nursery trade,5,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum lucidum,Ligustrum lucidum,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Ligustrum lucidum,Uruguay,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,5,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum lucidum,Ligustrum lucidum,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Ligustrum lucidum,Uruguay,,CABI,Nursery trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Nursery trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Nursery trade,5,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum lucidum,Ligustrum lucidum,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Ligustrum lucidum,Argentina,,CABI,Internet sales (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
